LeadID,Age,Gender,Province,EmploymentStatus,MaritalStatus,InitialProductInterest,LeadSource,FirstContactChannel,Predicted_CLTV,CLTV_Score_Normalized,Lead_Priority
Lead_430,46,Male,Ontario,Student,Single,Investment,Social Media,Call,766.1162450758173,0.044066490767063766,Very Low Priority
Lead_431,35,Female,Quebec,Part-time,Single,Mortgage,Partnership,Website,2923.8500994271762,0.16817788976388998,Low Priority
Lead_432,37,Female,Quebec,Part-time,Single,Investment,Online Ad,Email,3853.0570743936432,0.22162524954282123,Low Priority
Lead_433,43,Other,Alberta,Full-time,Single,Chequing Account,Branch Walk-in,Email,3728.74761053665,0.21447505285071122,Low Priority
Lead_434,41,Male,Quebec,Full-time,Single,Chequing Account,Partnership,Website,725.0201035904291,0.041702668369395395,Very Low Priority
Lead_435,50,Male,British Columbia,Full-time,Married,Credit Card,Social Media,Website,1908.9260202729959,0.10980013984567445,Very Low Priority
Lead_436,36,Male,Alberta,Unemployed,Single,Chequing Account,Referral,Website,3977.906894202619,0.22880652714559196,Low Priority
Lead_437,47,Female,British Columbia,Full-time,Widowed,Mortgage,Partnership,Website,3862.3947669416807,0.22216234733326562,Low Priority
Lead_438,43,Male,British Columbia,Full-time,Married,Chequing Account,Partnership,Call,2384.79990493536,0.13717208539511985,Very Low Priority
Lead_439,43,Female,Manitoba,Part-time,Married,Mortgage,Branch Walk-in,Call,3753.986156313912,0.21592675701651673,Low Priority
Lead_440,46,Male,Ontario,Full-time,Married,Credit Card,Social Media,Call,2448.9477957073423,0.14086182889631715,Very Low Priority
Lead_441,40,Male,Quebec,Unemployed,Married,Credit Card,Partnership,Website,3057.9666310744697,0.17589218239445703,Low Priority
Lead_442,48,Male,Alberta,Student,Single,Investment,Social Media,Branch,3539.838784111166,0.2036091443035408,Low Priority
Lead_443,50,Male,Ontario,Part-time,Married,Investment,Online Ad,Website,2145.06582571678,0.12338274251623257,Very Low Priority
Lead_444,45,Female,Manitoba,Full-time,Single,Chequing Account,Referral,Email,3255.585246114319,0.1872590721204302,Low Priority
Lead_445,37,Female,Ontario,Full-time,Single,Credit Card,Online Ad,Website,2994.3852412073848,0.17223502364401477,Low Priority
Lead_446,38,Male,British Columbia,Student,Married,Chequing Account,Social Media,Website,3006.0490941050384,0.17290592061210086,Low Priority
Lead_447,40,Female,Unknown,Full-time,Single,Mortgage,Referral,Website,3105.5499633523195,0.17862914364017568,Low Priority
Lead_448,44,Female,Nova Scotia,Unemployed,Married,Credit Card,Referral,Website,2822.3836296639756,0.1623416067171258,Low Priority
Lead_449,38,Male,Ontario,Full-time,Married,Investment,Branch Walk-in,Email,3690.7696290627077,0.21229058491816194,Low Priority
Lead_450,49,Male,Alberta,Self-employed,Single,Credit Card,Online Ad,Website,4165.089045725913,0.23957311851456115,Low Priority
Lead_451,51,Female,Unknown,Part-time,Married,Investment,Branch Walk-in,Website,3862.3947669416807,0.22216234733326562,Low Priority
Lead_452,42,Male,Manitoba,Full-time,Married,Credit Card,Online Ad,Call,2153.9882848373813,0.1238959563594119,Very Low Priority
Lead_453,39,Male,Ontario,Full-time,Single,Credit Card,Referral,Call,3981.6597885232527,0.22902239110095507,Low Priority
Lead_454,43,Male,British Columbia,Part-time,Widowed,Mortgage,Online Ad,Website,3937.591838281047,0.22648763226382923,Low Priority
Lead_455,45,Male,Ontario,Full-time,Married,Chequing Account,Referral,Call,2423.631382078792,0.13940564582411602,Very Low Priority
Lead_456,38,Female,Quebec,Full-time,Single,Investment,Branch Walk-in,Website,2496.631928316938,0.14360458810927215,Very Low Priority
Lead_457,41,Female,British Columbia,Full-time,Married,Chequing Account,Partnership,Website,3571.075715168655,0.20540587155333304,Low Priority
Lead_458,50,Female,Ontario,Full-time,Married,Chequing Account,Partnership,Email,901.2507562165982,0.05183933689292496,Very Low Priority
Lead_459,35,Male,Ontario,Part-time,Married,Chequing Account,Online Ad,Email,2774.1969002197334,0.15956993847252465,Low Priority
Lead_460,49,Male,Quebec,Full-time,Married,Mortgage,Social Media,Email,1376.9281659652684,0.07919998133757601,Very Low Priority
Lead_461,41,Female,Alberta,Full-time,Single,Investment,Branch Walk-in,Call,3057.626192907138,0.17587260062021076,Low Priority
Lead_462,47,Male,Alberta,Part-time,Married,Investment,Social Media,Branch,3052.423264935215,0.17557333170519934,Low Priority
Lead_463,41,Male,Quebec,Full-time,Married,Mortgage,Online Ad,Email,942.4834953968071,0.05421101629805964,Very Low Priority
Lead_464,44,Female,British Columbia,Part-time,Divorced,Credit Card,Branch Walk-in,Email,3988.5907145179613,0.2294210532991738,Low Priority
Lead_465,40,Male,Ontario,Unemployed,Married,Mortgage,Partnership,Branch,2918.9672191222085,0.16789702977526744,Low Priority
Lead_466,40,Male,Ontario,Unknown,Single,Chequing Account,Branch Walk-in,Website,1711.6331718589229,0.09845198799675227,Very Low Priority
Lead_467,40,Female,British Columbia,Full-time,Divorced,Investment,Branch Walk-in,Branch,721.9741494258446,0.04152746713598821,Very Low Priority
Lead_468,47,Female,Quebec,Part-time,Divorced,Chequing Account,Branch Walk-in,Website,824.3533634300551,0.04741625061715472,Very Low Priority
Lead_469,41,Female,Quebec,Full-time,Single,Credit Card,Branch Walk-in,Call,1177.1416202279493,0.06770839369705303,Very Low Priority
Lead_470,45,Female,Ontario,Full-time,Divorced,Credit Card,Branch Walk-in,Website,1508.1927193137228,0.08675023009597425,Very Low Priority
Lead_471,51,Male,Ontario,Full-time,Single,Credit Card,Branch Walk-in,Branch,3445.059052270799,0.19815747792145672,Low Priority
Lead_472,35,Male,Ontario,Full-time,Married,Mortgage,Referral,Website,4163.466113694927,0.23947976855648537,Low Priority
Lead_473,48,Male,Quebec,Unemployed,Single,Chequing Account,Online Ad,Email,3864.0044362430012,0.2222549344280578,Low Priority
Lead_474,40,Female,Quebec,Part-time,Married,Chequing Account,Online Ad,Call,1104.1731714658463,0.06351129763711508,Very Low Priority
Lead_475,40,Male,Quebec,Unemployed,Married,Chequing Account,Online Ad,Website,1879.9172255807146,0.10813157349991767,Very Low Priority
Lead_476,50,Female,Alberta,Unemployed,Widowed,Credit Card,Partnership,Website,1169.462057620199,0.0672666704247368,Very Low Priority
Lead_477,41,Female,Ontario,Full-time,Divorced,Investment,Online Ad,Website,3255.585246114319,0.1872590721204302,Low Priority
Lead_478,37,Male,Alberta,Student,Married,Credit Card,Partnership,Call,4001.8450915385783,0.230183436144279,Low Priority
Lead_479,43,Male,Ontario,Student,Married,Credit Card,Social Media,Email,2850.3145795180153,0.16394817615325172,Low Priority
Lead_480,47,Male,Ontario,Part-time,Single,Mortgage,Social Media,Call,4031.513756959637,0.231889957810216,Low Priority
Lead_481,48,Male,Unknown,Self-employed,Single,Mortgage,Social Media,Website,1702.5751051756417,0.09793097409784095,Very Low Priority
Lead_482,42,Male,Manitoba,Full-time,Single,Investment,Partnership,Website,1161.7344328999259,0.0668221826520574,Very Low Priority
Lead_483,40,Female,Nova Scotia,Student,Married,Credit Card,Branch Walk-in,Branch,950.3122310387536,0.05466131990289897,Very Low Priority
Lead_484,44,Female,Ontario,Student,Single,Credit Card,Social Media,Email,3267.6259339878834,0.1879516443826944,Low Priority
Lead_485,51,Male,British Columbia,Full-time,Married,Mortgage,Partnership,Website,1506.7967227894128,0.08666993331549902,Very Low Priority
Lead_486,46,Male,British Columbia,Full-time,Single,Investment,Social Media,Email,3701.0639412499027,0.2128827068263789,Low Priority
Lead_487,46,Female,Quebec,Self-employed,Single,Chequing Account,Branch Walk-in,Branch,3518.802215431559,0.20239913503216858,Low Priority
Lead_488,41,Female,Alberta,Student,Single,Chequing Account,Online Ad,Website,655.6551311546353,0.0377128418423557,Very Low Priority
Lead_489,35,Female,Ontario,Part-time,Divorced,Mortgage,Referral,Branch,3735.988773604442,0.21489155967656254,Low Priority
Lead_490,48,Male,Manitoba,Full-time,Married,Mortgage,Online Ad,Call,2774.8601405260833,0.1596080876085389,Low Priority
Lead_491,41,Female,Alberta,Unknown,Divorced,Credit Card,Branch Walk-in,Website,1233.0753378629065,0.0709256634881204,Very Low Priority
Lead_492,40,Male,Alberta,Student,Single,Credit Card,Partnership,Website,1917.2698342212452,0.11028007040800869,Very Low Priority
Lead_493,42,Female,Alberta,Full-time,Single,Chequing Account,Branch Walk-in,Email,3627.7543478725975,0.20866598835778863,Low Priority
Lead_494,44,Male,Manitoba,Full-time,Married,Mortgage,Branch Walk-in,Call,2239.947783156588,0.1288402888459915,Very Low Priority
Lead_495,51,Female,Ontario,Student,Divorced,Credit Card,Partnership,Website,3512.8755377607536,0.20205823652161153,Low Priority
Lead_496,38,Female,Ontario,Unemployed,Married,Mortgage,Online Ad,Email,721.9741494258446,0.04152746713598821,Very Low Priority
Lead_497,48,Male,Ontario,Part-time,Single,Investment,Branch Walk-in,Email,2873.6181005955946,0.16528857900073812,Low Priority
Lead_498,36,Male,Quebec,Full-time,Single,Credit Card,Branch Walk-in,Email,1930.3927148335858,0.11103488966821608,Very Low Priority
Lead_499,44,Female,Ontario,Unemployed,Married,Investment,Online Ad,Email,1176.1780405813065,0.06765296924433449,Very Low Priority
Lead_500,35,Female,Alberta,Full-time,Single,Chequing Account,Social Media,Call,2765.4866503952326,0.15906893076522535,Low Priority
Lead_501,39,Female,Ontario,Student,Single,Chequing Account,Online Ad,Website,1491.449305656007,0.08578716021186829,Very Low Priority
Lead_502,41,Female,Alberta,Unemployed,Married,Chequing Account,Social Media,Website,3295.428934978778,0.18955085428633076,Low Priority
Lead_503,48,Female,Alberta,Full-time,Married,Credit Card,Partnership,Website,1625.5813466363293,0.09350234492883229,Very Low Priority
Lead_504,51,Female,British Columbia,Student,Single,Credit Card,Branch Walk-in,Call,3000.047280537675,0.17256070033534546,Low Priority
Lead_505,50,Female,Quebec,Full-time,Single,Investment,Branch Walk-in,Website,1204.3507556758957,0.06927344485437194,Very Low Priority
Lead_506,40,Male,Ontario,Student,Married,Investment,Referral,Call,4244.4527202412455,0.24413806365539165,Low Priority
Lead_507,39,Other,Quebec,Self-employed,Married,Credit Card,Referral,Email,3814.6564675344744,0.21941647248257007,Low Priority
Lead_508,36,Male,Alberta,Unemployed,Married,Credit Card,Referral,Call,4084.789770860404,0.23495435827131286,Low Priority
Lead_509,41,Female,British Columbia,Unemployed,Divorced,Mortgage,Branch Walk-in,Email,1556.3164280908743,0.08951827343422164,Very Low Priority
Lead_510,40,Female,Nova Scotia,Full-time,Married,Investment,Social Media,Call,813.6551805671907,0.04680089833950641,Very Low Priority
Lead_511,45,Female,Quebec,Unemployed,Single,Chequing Account,Online Ad,Email,1912.6992220305453,0.1100171718711406,Very Low Priority
Lead_512,36,Female,Manitoba,Full-time,Married,Mortgage,Online Ad,Call,2963.476230598132,0.17045715815769175,Low Priority
Lead_513,43,Female,Quebec,Full-time,Married,Chequing Account,Partnership,Website,882.1647313714656,0.050741521590059596,Very Low Priority
Lead_514,45,Male,Manitoba,Student,Single,Chequing Account,Referral,Email,1690.7384386673073,0.09725013700718414,Very Low Priority
Lead_515,35,Female,British Columbia,Full-time,Divorced,Mortgage,Referral,Email,1098.6225652628773,0.06319203050426563,Very Low Priority
Lead_516,40,Female,Ontario,Unemployed,Single,Chequing Account,Referral,Website,1253.3018982549147,0.07208908162798204,Very Low Priority
Lead_517,46,Female,Ontario,Unemployed,Married,Investment,Social Media,Call,2979.2715434418383,0.17136569392111387,Low Priority
Lead_518,41,Male,Ontario,Full-time,Married,Credit Card,Partnership,Website,3049.0801820662045,0.17538103982870196,Low Priority
Lead_519,50,Other,British Columbia,Part-time,Married,Investment,Branch Walk-in,Call,1084.8715052538105,0.06240107878796712,Very Low Priority
Lead_520,37,Male,Ontario,Part-time,Single,Chequing Account,Referral,Email,2940.645547742583,0.16914395264648338,Low Priority
Lead_521,41,Female,Alberta,Full-time,Married,Credit Card,Social Media,Call,689.1812398791494,0.03964124105077892,Very Low Priority
Lead_522,38,Female,Quebec,Full-time,Single,Credit Card,Referral,Website,1169.462057620199,0.0672666704247368,Very Low Priority
Lead_523,39,Male,Ontario,Student,Single,Mortgage,Branch Walk-in,Email,1652.5866511393858,0.09505567186739358,Very Low Priority
Lead_524,35,Male,Alberta,Part-time,Married,Credit Card,Referral,Email,1745.0295463299478,0.10037292497823501,Very Low Priority
Lead_525,46,Male,Ontario,Part-time,Single,Chequing Account,Social Media,Website,3881.4166038896565,0.22325647059148945,Low Priority
Lead_526,42,Female,Ontario,Student,Married,Investment,Branch Walk-in,Website,3754.2969786657377,0.2159446353089886,Low Priority
Lead_527,48,Male,Alberta,Student,Married,Chequing Account,Online Ad,Branch,2442.5007374221223,0.14049099844307145,Very Low Priority
Lead_528,39,Female,Quebec,Self-employed,Married,Credit Card,Online Ad,Website,2154.3006212234573,0.1239139217381148,Very Low Priority
Lead_529,42,Other,Manitoba,Student,Married,Credit Card,Partnership,Call,3406.956750694701,0.19596585918030754,Low Priority
Lead_530,45,Male,Alberta,Part-time,Single,Chequing Account,Partnership,Branch,3038.2105218943575,0.17475582429165715,Low Priority
Lead_531,35,Male,Quebec,Self-employed,Single,Chequing Account,Partnership,Branch,1418.8543690038537,0.08161154831709493,Very Low Priority
Lead_532,45,Female,Unknown,Self-employed,Single,Mortgage,Online Ad,Website,4162.828038745428,0.23944306691485914,Low Priority
Lead_533,51,Female,Ontario,Unemployed,Married,Investment,Referral,Call,2518.101719262105,0.14483951603377054,Very Low Priority
Lead_534,48,Male,Ontario,Unemployed,Divorced,Mortgage,Online Ad,Call,1499.7961895985375,0.08626726735820725,Very Low Priority
Lead_535,42,Male,British Columbia,Full-time,Married,Chequing Account,Social Media,Email,1344.945997189961,0.07736038851585182,Very Low Priority
Lead_536,36,Female,Alberta,Full-time,Married,Credit Card,Social Media,Email,1434.4637024221379,0.08250938666914392,Very Low Priority
Lead_537,41,Male,Manitoba,Full-time,Married,Mortgage,Referral,Website,1376.9281659652684,0.07919998133757601,Very Low Priority
Lead_538,41,Male,Quebec,Part-time,Single,Mortgage,Branch Walk-in,Website,1103.1132391303188,0.06345033104258396,Very Low Priority
Lead_539,44,Male,British Columbia,Full-time,Divorced,Chequing Account,Partnership,Website,926.8367084955255,0.05331102364687743,Very Low Priority
Lead_540,37,Female,Alberta,Unemployed,Single,Mortgage,Branch Walk-in,Email,4154.8247208483335,0.23898272145620975,Low Priority
Lead_541,37,Male,British Columbia,Part-time,Single,Investment,Referral,Branch,1280.691529209081,0.07366451476533263,Very Low Priority
Lead_542,35,Other,Manitoba,Unemployed,Single,Mortgage,Branch Walk-in,Website,648.8797804099315,0.03732312822780422,Very Low Priority
Lead_543,45,Other,Quebec,Full-time,Single,Investment,Referral,Email,1929.2114096907762,0.11096694179150246,Very Low Priority
Lead_544,35,Male,Quebec,Self-employed,Married,Chequing Account,Branch Walk-in,Email,3441.036968626964,0.19792613037740633,Low Priority
Lead_545,50,Female,Quebec,Full-time,Married,Chequing Account,Online Ad,Email,3987.9387526751107,0.22938355289278886,Low Priority
Lead_546,45,Male,Ontario,Full-time,Married,Investment,Social Media,Call,2417.89241255428,0.1390755441597931,Very Low Priority
Lead_547,40,Male,Alberta,Full-time,Single,Chequing Account,Online Ad,Email,2613.97123350043,0.15035386596588557,Low Priority
Lead_548,38,Female,Quebec,Full-time,Married,Investment,Online Ad,Call,875.3004884262847,0.050346694955967324,Very Low Priority
Lead_549,44,Female,Nova Scotia,Full-time,Married,Credit Card,Branch Walk-in,Call,2393.6959534941866,0.13768378012056207,Very Low Priority
Lead_550,38,Female,Nova Scotia,Self-employed,Divorced,Chequing Account,Online Ad,Website,3771.860742523325,0.21695489118443825,Low Priority
Lead_551,46,Male,Quebec,Full-time,Married,Chequing Account,Branch Walk-in,Email,2054.0202630553354,0.11814586303196366,Very Low Priority
Lead_552,39,Male,Unknown,Full-time,Married,Chequing Account,Social Media,Website,2336.1407322480877,0.1343732425331669,Very Low Priority
Lead_553,40,Female,Manitoba,Unemployed,Married,Mortgage,Partnership,Website,3219.2021118542802,0.18516633872618116,Low Priority
Lead_554,51,Female,Quebec,Part-time,Married,Credit Card,Partnership,Call,2978.9406627536164,0.17134666188663314,Low Priority
Lead_555,44,Female,Manitoba,Part-time,Single,Investment,Online Ad,Email,3093.45708705675,0.17793356953500417,Low Priority
Lead_556,41,Female,Ontario,Full-time,Single,Mortgage,Branch Walk-in,Call,2044.622262107417,0.11760529634294989,Very Low Priority
Lead_557,44,Male,Ontario,Student,Married,Investment,Social Media,Website,1482.7804744705966,0.08528853487681183,Very Low Priority
Lead_558,49,Male,Quebec,Full-time,Single,Credit Card,Social Media,Call,1112.8593234159825,0.06401091925090048,Very Low Priority
Lead_559,42,Female,Ontario,Full-time,Widowed,Investment,Branch Walk-in,Email,3539.838784111166,0.2036091443035408,Low Priority
Lead_560,49,Male,Ontario,Full-time,Widowed,Chequing Account,Referral,Email,3118.0091257913914,0.17934578627778527,Low Priority
Lead_561,49,Male,Nova Scotia,Part-time,Divorced,Credit Card,Referral,Website,3255.585246114319,0.1872590721204302,Low Priority
Lead_562,39,Other,Alberta,Part-time,Single,Chequing Account,Online Ad,Call,1080.4771276717436,0.06214831714716942,Very Low Priority
Lead_563,40,Male,Ontario,Full-time,Married,Investment,Social Media,Website,3641.363395155435,0.2094487715976589,Low Priority
Lead_564,43,Male,Alberta,Full-time,Single,Mortgage,Referral,Website,3862.3947669416807,0.22216234733326562,Low Priority
Lead_565,35,Male,Alberta,Full-time,Single,Mortgage,Online Ad,Email,2732.1458771966213,0.15715119193150834,Low Priority
Lead_566,35,Male,Ontario,Full-time,Single,Mortgage,Branch Walk-in,Website,3988.5907145179613,0.2294210532991738,Low Priority
Lead_567,46,Male,Alberta,Full-time,Married,Investment,Branch Walk-in,Website,4057.450429835842,0.23338181777686445,Low Priority
Lead_568,39,Female,Quebec,Part-time,Single,Credit Card,Branch Walk-in,Website,2149.509423974952,0.12363833529719088,Very Low Priority
Lead_569,46,Other,Ontario,Full-time,Married,Credit Card,Online Ad,Call,3599.9005370462028,0.20706385590661291,Low Priority
Lead_570,39,Female,Manitoba,Full-time,Single,Chequing Account,Online Ad,Website,4030.4738462296896,0.23183014284496192,Low Priority
Lead_571,44,Male,Quebec,Part-time,Married,Chequing Account,Online Ad,Email,1781.7557880463323,0.10248539368243778,Very Low Priority
Lead_572,47,Female,Ontario,Full-time,Widowed,Chequing Account,Branch Walk-in,Call,1597.0406744382594,0.09186070467386344,Very Low Priority
Lead_573,43,Female,Ontario,Unemployed,Married,Chequing Account,Partnership,Branch,777.4649482089757,0.04471926053281384,Very Low Priority
Lead_574,47,Female,Quebec,Full-time,Divorced,Chequing Account,Partnership,Email,2555.579471621466,0.14699521112433825,Very Low Priority
Lead_575,50,Female,Ontario,Full-time,Married,Investment,Partnership,Call,1248.921105400919,0.07183710137159952,Very Low Priority
Lead_576,46,Other,Quebec,Full-time,Single,Credit Card,Referral,Call,2138.917395042094,0.12302908892214755,Very Low Priority
Lead_577,48,Male,Ontario,Full-time,Married,Chequing Account,Social Media,Email,3202.2474693286204,0.18419111909976282,Low Priority
Lead_578,40,Female,Manitoba,Student,Married,Investment,Social Media,Website,2604.626106470086,0.14981634054902285,Very Low Priority
Lead_579,47,Other,British Columbia,Full-time,Single,Mortgage,Branch Walk-in,Website,3706.0092340692117,0.21316715674081838,Low Priority
Lead_580,49,Female,British Columbia,Part-time,Married,Mortgage,Online Ad,Email,792.8632103651823,0.04560495820793383,Very Low Priority
Lead_581,35,Male,Quebec,Full-time,Married,Investment,Partnership,Call,792.8632103651823,0.04560495820793383,Very Low Priority
Lead_582,45,Female,Nova Scotia,Student,Single,Credit Card,Social Media,Website,2613.011503035857,0.1502986629155289,Low Priority
Lead_583,40,Male,Ontario,Full-time,Single,Chequing Account,Branch Walk-in,Branch,1018.0074140920144,0.058555101268540154,Very Low Priority
Lead_584,41,Female,Ontario,Full-time,Single,Credit Card,Partnership,Call,3573.2055347524606,0.20552837734227633,Low Priority
Lead_585,38,Female,Ontario,Student,Single,Mortgage,Referral,Website,3303.678955257618,0.1900253898999302,Low Priority
Lead_586,38,Male,Ontario,Full-time,Single,Chequing Account,Online Ad,Call,3174.8134166509763,0.1826131308547767,Low Priority
Lead_587,39,Female,Quebec,Full-time,Married,Mortgage,Referral,Call,4114.212982840844,0.2366467616205528,Low Priority
Lead_588,40,Male,Ontario,Full-time,Married,Investment,Social Media,Email,3695.3596305293063,0.21255459871312937,Low Priority
Lead_589,45,Female,Ontario,Full-time,Married,Credit Card,Social Media,Email,654.2346775052793,0.037631138304509176,Very Low Priority
Lead_590,42,Other,British Columbia,Unemployed,Married,Credit Card,Social Media,Branch,2550.1212350721275,0.1466812570317944,Very Low Priority
Lead_591,49,Female,Alberta,Full-time,Single,Chequing Account,Online Ad,Email,3138.901397798079,0.1805474957016529,Low Priority
Lead_592,47,Female,Alberta,Full-time,Married,Chequing Account,Online Ad,Call,1961.5098134074942,0.1128247242342084,Very Low Priority
Lead_593,48,Female,Manitoba,Student,Married,Investment,Partnership,Email,1714.6255704025423,0.0986241087468882,Very Low Priority
Lead_594,37,Male,Alberta,Full-time,Married,Mortgage,Partnership,Website,3323.067838614397,0.19114062542054056,Low Priority
Lead_595,44,Female,Ontario,Part-time,Married,Credit Card,Branch Walk-in,Email,3746.5691092475877,0.21550013346145203,Low Priority
Lead_596,46,Female,Alberta,Self-employed,Married,Chequing Account,Referral,Email,3483.9570383158607,0.20039486389770952,Low Priority
Lead_597,41,Male,Nova Scotia,Self-employed,Married,Chequing Account,Online Ad,Website,3209.626972368962,0.18461558314772275,Low Priority
Lead_598,42,Female,Manitoba,Part-time,Married,Chequing Account,Referral,Email,2529.2615493089743,0.14548142194672206,Very Low Priority
Lead_599,46,Male,British Columbia,Unemployed,Single,Credit Card,Referral,Website,2931.7101045509166,0.16862999196827558,Low Priority
Lead_600,35,Male,Ontario,Part-time,Divorced,Mortgage,Referral,Website,805.6872874255016,0.04634259048894459,Very Low Priority
Lead_601,47,Female,Alberta,Full-time,Single,Chequing Account,Branch Walk-in,Call,4144.882800311836,0.23841086887855673,Low Priority
Lead_602,37,Female,British Columbia,Full-time,Single,Chequing Account,Online Ad,Call,2078.8932329234876,0.11957653951753527,Very Low Priority
Lead_603,43,Female,Alberta,Full-time,Married,Credit Card,Branch Walk-in,Website,793.6732514741193,0.04565155122730569,Very Low Priority
Lead_604,39,Female,Ontario,Full-time,Married,Credit Card,Social Media,Email,3753.986156313912,0.21592675701651673,Low Priority
Lead_605,41,Male,Alberta,Part-time,Single,Mortgage,Social Media,Branch,3430.5071294381855,0.1973204611145844,Low Priority
Lead_606,38,Male,Alberta,Student,Single,Credit Card,Online Ad,Call,3417.291723433367,0.19656031985607775,Low Priority
Lead_607,51,Male,Alberta,Part-time,Married,Credit Card,Partnership,Website,1348.3817746481484,0.07755801212272877,Very Low Priority
Lead_608,44,Male,Quebec,Full-time,Married,Mortgage,Online Ad,Website,4190.996875835259,0.24106331946467308,Low Priority
Lead_609,39,Male,Unknown,Unemployed,Married,Chequing Account,Online Ad,Call,4081.4777865816445,0.23476385516479514,Low Priority
Lead_610,39,Female,Alberta,Part-time,Married,Credit Card,Social Media,Email,1233.0753378629065,0.0709256634881204,Very Low Priority
Lead_611,49,Female,Quebec,Full-time,Widowed,Chequing Account,Partnership,Call,864.4261704391974,0.049721211504524944,Very Low Priority
Lead_612,45,Female,Alberta,Full-time,Single,Mortgage,Referral,Call,3969.16079732551,0.22830345753995424,Low Priority
Lead_613,37,Female,Manitoba,Self-employed,Married,Chequing Account,Social Media,Website,3491.4999706037065,0.2008287282859866,Low Priority
Lead_614,49,Male,Ontario,Unemployed,Married,Credit Card,Referral,Email,1250.0997311389808,0.07190489513075546,Very Low Priority
Lead_615,51,Male,Ontario,Part-time,Married,Chequing Account,Branch Walk-in,Email,1953.0224502547333,0.11233653681824929,Very Low Priority
Lead_616,47,Female,Ontario,Student,Married,Chequing Account,Online Ad,Call,2257.4339771203004,0.12984608295335542,Very Low Priority
Lead_617,40,Male,Ontario,Part-time,Single,Mortgage,Online Ad,Email,2166.516388795689,0.12461656446680552,Very Low Priority
Lead_618,40,Male,Quebec,Student,Married,Mortgage,Referral,Call,2882.8581137900896,0.16582005834051178,Low Priority
Lead_619,50,Female,Quebec,Full-time,Married,Mortgage,Partnership,Email,1479.7700454889055,0.08511537702801375,Very Low Priority
Lead_620,45,Male,Ontario,Part-time,Single,Mortgage,Partnership,Email,2550.1212350721275,0.1466812570317944,Very Low Priority
Lead_621,39,Female,Quebec,Self-employed,Widowed,Credit Card,Online Ad,Email,2826.026797697672,0.1625511592903177,Low Priority
Lead_622,48,Female,Quebec,Full-time,Married,Chequing Account,Referral,Email,3584.3095720035762,0.20616707409116855,Low Priority
Lead_623,46,Male,British Columbia,Full-time,Single,Mortgage,Branch Walk-in,Website,1734.5446827400297,0.09976984268158781,Very Low Priority
Lead_624,40,Male,Ontario,Student,Divorced,Mortgage,Online Ad,Call,1170.69579639435,0.06733763424863368,Very Low Priority
Lead_625,44,Female,British Columbia,Full-time,Single,Chequing Account,Online Ad,Email,2223.77669568959,0.12791013877916016,Very Low Priority
Lead_626,38,Male,Alberta,Full-time,Married,Mortgage,Referral,Website,3295.428934978778,0.18955085428633076,Low Priority
Lead_627,46,Female,Ontario,Full-time,Single,Chequing Account,Referral,Email,3854.7825005045797,0.22172449489139012,Low Priority
Lead_628,40,Male,Ontario,Part-time,Single,Investment,Online Ad,Website,3958.9703189113006,0.22771730808047205,Low Priority
Lead_629,49,Female,Ontario,Full-time,Married,Investment,Online Ad,Branch,2004.8818611573113,0.11531945522836297,Very Low Priority
Lead_630,51,Male,Unknown,Part-time,Married,Credit Card,Referral,Call,3034.319714617776,0.174532027675893,Low Priority
Lead_631,41,Male,Ontario,Unemployed,Married,Mortgage,Branch Walk-in,Email,3054.783462443947,0.175709088677324,Low Priority
Lead_632,40,Male,Quebec,Full-time,Single,Credit Card,Online Ad,Website,3763.9885455446233,0.21650208771276128,Low Priority
Lead_633,47,Male,Manitoba,Student,Single,Chequing Account,Branch Walk-in,Email,3724.8472346649382,0.21425070585579553,Low Priority
Lead_634,37,Other,Quebec,Self-employed,Married,Credit Card,Referral,Email,3223.6784392972536,0.18542381406782024,Low Priority
Lead_635,38,Male,Unknown,Full-time,Single,Mortgage,Branch Walk-in,Website,3844.249327338593,0.22111863386044317,Low Priority
Lead_636,47,Male,Ontario,Full-time,Single,Credit Card,Referral,Branch,1762.9885097471952,0.10140591246635941,Very Low Priority
Lead_637,41,Female,Ontario,Full-time,Single,Credit Card,Social Media,Website,1942.9242471294683,0.11175569497127948,Very Low Priority
Lead_638,42,Male,Nova Scotia,Full-time,Married,Chequing Account,Referral,Website,3430.5071294381855,0.1973204611145844,Low Priority
Lead_639,40,Female,Ontario,Full-time,Married,Mortgage,Branch Walk-in,Email,804.8958408236831,0.046297067013106784,Very Low Priority
Lead_640,46,Female,British Columbia,Part-time,Single,Investment,Online Ad,Email,2054.8167264640806,0.11819167507115923,Very Low Priority
Lead_641,42,Other,Nova Scotia,Self-employed,Single,Chequing Account,Online Ad,Call,1093.0436471728794,0.06287113489073015,Very Low Priority
Lead_642,35,Male,British Columbia,Full-time,Single,Credit Card,Referral,Website,3632.081263762332,0.20891486964744982,Low Priority
Lead_643,50,Female,Manitoba,Part-time,Married,Credit Card,Referral,Website,872.4812314680732,0.05018453319328768,Very Low Priority
Lead_644,38,Female,Ontario,Self-employed,Married,Credit Card,Online Ad,Website,2368.2016235574197,0.13621736342206242,Very Low Priority
Lead_645,40,Female,British Columbia,Part-time,Divorced,Investment,Branch Walk-in,Email,872.4812314680732,0.05018453319328768,Very Low Priority
Lead_646,43,Female,Alberta,Self-employed,Married,Credit Card,Branch Walk-in,Email,926.8367084955255,0.05331102364687743,Very Low Priority
